case_id,language,case_type,_source_file,_source_path,_source_row,_encoding_used,_is_empty_judgment,_duplicate_case_id,_duplicate_judgment,char_count,word_count,token_count,length_bucket,routing_decision,annotation_state
CHG_ADM_000055,Hindi,Administrative,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,52,utf-8-sig,False,False,False,18874,3554,17327,16K-32K,chunk_candidate,partial
CHG_ADM_000056,Hindi,Administrative,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,53,utf-8-sig,False,False,False,17830,3237,16208,16K-32K,chunk_candidate,partial
CHG_ADM_000057,Hindi,Administrative,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,54,utf-8-sig,False,False,False,17298,3172,15733,8K-16K,chunk_candidate,partial
CHG_ADM_000058,Hindi,Administrative,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,55,utf-8-sig,False,False,False,20510,3596,18947,16K-32K,chunk_candidate,partial
CHG_ADM_000059,Hindi,Administrative,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,56,utf-8-sig,False,False,False,18483,3289,16797,16K-32K,chunk_candidate,partial
CHG_ADM_000060,Hindi,Administrative,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,57,utf-8-sig,False,False,False,22507,4183,20672,16K-32K,chunk_candidate,partial
CHG_ADM_000061,Hindi,Administrative,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,58,utf-8-sig,False,False,False,14414,2508,12996,8K-16K,chunk_candidate,partial
CHG_ADM_000062,Hindi,Administrative,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,59,utf-8-sig,False,False,False,14294,2563,13146,8K-16K,chunk_candidate,partial
CHG_ADM_000063,Hindi,Administrative,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,60,utf-8-sig,False,False,False,20641,3894,18821,16K-32K,chunk_candidate,partial
CHG_ADM_000064,Hindi,Administrative,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,61,utf-8-sig,False,False,False,20463,3752,18740,16K-32K,chunk_candidate,partial
CHG_ADM_000065,Hindi,Administrative,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,62,utf-8-sig,False,False,False,6476,1233,5953,4K-8K,direct,partial
CHG_ADM_000066,Hindi,Administrative,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,63,utf-8-sig,False,False,False,10775,1891,9856,8K-16K,chunk_candidate,partial
CHG_ADM_000067,Hindi,Administrative,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,64,utf-8-sig,False,False,False,11139,2024,10209,8K-16K,chunk_candidate,partial
CHG_ADM_000068,Hindi,Administrative,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,65,utf-8-sig,False,False,False,13605,2328,12470,8K-16K,chunk_candidate,partial
CHG_CIV_000001,Hindi,Civil,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,66,utf-8-sig,False,False,False,2093,377,1929,0-4K,direct,partial
CHG_CIV_000002,Hindi,Civil,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,67,utf-8-sig,False,False,False,15634,2701,14181,8K-16K,chunk_candidate,partial
CHG_CIV_000004,Hindi,Civil,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,68,utf-8-sig,False,False,False,7613,1473,6926,4K-8K,direct,partial
CHG_CIV_000006,Hindi,Civil,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,69,utf-8-sig,False,False,False,20860,4056,18881,16K-32K,chunk_candidate,partial
CHG_CIV_000007,Hindi,Civil,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,70,utf-8-sig,False,False,False,27114,5218,24790,16K-32K,chunk_candidate,partial
CHG_CIV_000008,Hindi,Civil,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,71,utf-8-sig,False,False,False,17994,3413,16439,16K-32K,chunk_candidate,partial
CHG_CIV_000009,Hindi,Civil,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,72,utf-8-sig,False,False,False,7877,1434,7185,4K-8K,chunk_candidate,partial
CHG_CIV_000010,Hindi,Civil,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,73,utf-8-sig,False,False,False,2802,465,2542,0-4K,direct,partial
CHG_CIV_000011,Hindi,Civil,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,74,utf-8-sig,False,False,False,32759,6217,29675,16K-32K,chunk_candidate,all_missing
CHG_CIV_000012,Hindi,Civil,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,75,utf-8-sig,False,False,False,23876,4683,21838,16K-32K,chunk_candidate,partial
CHG_CIV_000013,Hindi,Civil,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,76,utf-8-sig,False,False,False,8779,1614,8000,4K-8K,chunk_candidate,partial
CHG_CIV_000014,Hindi,Civil,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,77,utf-8-sig,False,False,False,12658,2378,11569,8K-16K,chunk_candidate,partial
CHG_CIV_000015,Hindi,Civil,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,78,utf-8-sig,False,False,False,10769,2071,9817,8K-16K,chunk_candidate,partial
CHG_CIV_000016,Hindi,Civil,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,79,utf-8-sig,False,False,False,15131,2807,13914,8K-16K,chunk_candidate,partial
CHG_CIV_000017,Hindi,Civil,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,80,utf-8-sig,False,False,False,30201,5751,27680,16K-32K,chunk_candidate,partial
CHG_CIV_000018,Hindi,Civil,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,81,utf-8-sig,False,False,False,14993,2754,13351,8K-16K,chunk_candidate,partial
CHG_CIV_000019,Hindi,Civil,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,82,utf-8-sig,False,False,False,10665,1964,9869,8K-16K,chunk_candidate,partial
CHG_CIV_000020,Hindi,Civil,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,83,utf-8-sig,False,False,False,11938,2165,10789,8K-16K,chunk_candidate,partial
CHG_CIV_000021,Hindi,Civil,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,84,utf-8-sig,False,False,False,11584,2081,10454,8K-16K,chunk_candidate,partial
CHG_CIV_000022,Hindi,Civil,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,85,utf-8-sig,False,False,False,15076,2652,13767,8K-16K,chunk_candidate,partial
CHG_CIV_000023,Hindi,Civil,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,86,utf-8-sig,False,False,False,14102,2452,12708,8K-16K,chunk_candidate,partial
CHG_CIV_000024,Hindi,Civil,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,87,utf-8-sig,False,False,False,14402,2637,13207,8K-16K,chunk_candidate,partial
CHG_CIV_000025,Hindi,Civil,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,88,utf-8-sig,False,False,False,11247,1987,10076,8K-16K,chunk_candidate,partial
CHG_CIV_000026,Hindi,Civil,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,89,utf-8-sig,False,False,False,6885,1244,6308,4K-8K,direct,partial
CHG_CIV_000027,Hindi,Civil,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,90,utf-8-sig,False,False,False,14887,2687,13527,8K-16K,chunk_candidate,partial
CHG_CIV_000028,Hindi,Civil,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,91,utf-8-sig,False,False,False,7751,1370,7064,4K-8K,chunk_candidate,partial
CHG_CIV_000029,Hindi,Civil,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,92,utf-8-sig,False,False,False,7372,1310,6778,4K-8K,direct,partial
CHG_CON_000001,Hindi,Constitutional,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,93,utf-8-sig,False,False,False,26597,4993,24401,16K-32K,chunk_candidate,partial
CHG_CON_000002,Hindi,Constitutional,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,94,utf-8-sig,False,False,False,31596,5683,29047,16K-32K,chunk_candidate,partial
CHG_CON_000003,Hindi,Constitutional,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,95,utf-8-sig,False,False,False,23789,4504,21769,16K-32K,chunk_candidate,partial
CHG_CON_000004,Hindi,Constitutional,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,96,utf-8-sig,False,False,False,28959,5340,26517,16K-32K,chunk_candidate,partial
CHG_CON_000005,Hindi,Constitutional,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,97,utf-8-sig,False,False,False,32759,6108,29993,16K-32K,chunk_candidate,all_missing
CHG_CON_000006,Hindi,Constitutional,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,98,utf-8-sig,False,False,False,19195,3513,17523,16K-32K,chunk_candidate,partial
CHG_CON_000007,Hindi,Constitutional,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,99,utf-8-sig,False,False,False,23819,4285,21844,16K-32K,chunk_candidate,partial
CHG_CON_000008,Hindi,Constitutional,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,100,utf-8-sig,False,False,False,17342,3171,15724,8K-16K,chunk_candidate,partial
CHG_CON_000009,Hindi,Constitutional,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,101,utf-8-sig,False,False,False,19409,3558,17588,16K-32K,chunk_candidate,partial
CHG_CON_000010,Hindi,Constitutional,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,102,utf-8-sig,False,False,False,12632,2314,11433,8K-16K,chunk_candidate,partial
CHG_CON_000011,Hindi,Constitutional,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,103,utf-8-sig,False,False,False,11310,2022,10363,8K-16K,chunk_candidate,partial
CHG_CON_000012,Hindi,Constitutional,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,104,utf-8-sig,False,False,False,32759,6129,30117,16K-32K,chunk_candidate,all_missing
CHG_CON_000013,Hindi,Constitutional,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,105,utf-8-sig,False,False,False,12930,2391,11767,8K-16K,chunk_candidate,partial
CHG_CON_000014,Hindi,Constitutional,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,106,utf-8-sig,False,False,False,12443,2324,11406,8K-16K,chunk_candidate,partial
CHG_CON_000015,Hindi,Constitutional,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,107,utf-8-sig,False,False,False,13824,2579,12479,8K-16K,chunk_candidate,partial
CHG_CON_000016,Hindi,Constitutional,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,108,utf-8-sig,False,False,False,22499,4152,20581,16K-32K,chunk_candidate,partial
CHG_CON_000017,Hindi,Constitutional,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,109,utf-8-sig,False,False,False,27821,5216,25235,16K-32K,chunk_candidate,partial
CHG_CON_000018,Hindi,Constitutional,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,110,utf-8-sig,False,False,False,14637,2691,13298,8K-16K,chunk_candidate,partial
CHG_CON_000019,Hindi,Constitutional,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,111,utf-8-sig,False,False,False,9803,1779,9004,8K-16K,chunk_candidate,partial
CHG_CRI_000001,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,112,utf-8-sig,False,False,False,32759,6187,29963,16K-32K,chunk_candidate,all_missing
CHG_CRI_000002,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,113,utf-8-sig,False,False,False,22853,4243,20873,16K-32K,chunk_candidate,partial
CHG_CRI_000003,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,114,utf-8-sig,False,False,False,1213,217,1075,0-4K,direct,partial
CHG_CRI_000004,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,115,utf-8-sig,False,False,False,8532,1621,7694,4K-8K,chunk_candidate,partial
CHG_CRI_000005,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,116,utf-8-sig,False,False,False,16829,2929,15212,8K-16K,chunk_candidate,partial
CHG_CRI_000006,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,117,utf-8-sig,False,False,False,3370,590,3009,0-4K,direct,partial
CHG_CRI_000008,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,118,utf-8-sig,False,False,False,16388,3086,15073,8K-16K,chunk_candidate,partial
CHG_CRI_000009,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,119,utf-8-sig,False,False,False,29172,5373,26843,16K-32K,chunk_candidate,partial
CHG_CRI_000010,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,120,utf-8-sig,False,False,False,15560,2919,14153,8K-16K,chunk_candidate,partial
CHG_CRI_000011,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,121,utf-8-sig,False,False,False,11615,2150,10672,8K-16K,chunk_candidate,partial
CHG_CRI_000012,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,122,utf-8-sig,False,False,False,18882,3540,17124,16K-32K,chunk_candidate,partial
CHG_CRI_000013,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,123,utf-8-sig,False,False,False,14756,2714,13419,8K-16K,chunk_candidate,partial
CHG_CRI_000014,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,124,utf-8-sig,False,False,False,18999,3450,17429,16K-32K,chunk_candidate,partial
CHG_CRI_000015,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,125,utf-8-sig,False,False,False,10815,2039,9889,8K-16K,chunk_candidate,partial
CHG_CRI_000017,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,126,utf-8-sig,False,False,False,11353,2176,10302,8K-16K,chunk_candidate,partial
CHG_CRI_000018,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,127,utf-8-sig,False,False,False,8659,1595,7918,4K-8K,chunk_candidate,partial
CHG_CRI_000019,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,128,utf-8-sig,False,False,False,19744,3812,18142,16K-32K,chunk_candidate,partial
CHG_CRI_000020,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,129,utf-8-sig,False,False,False,15919,2959,14362,8K-16K,chunk_candidate,partial
CHG_CRI_000021,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,130,utf-8-sig,False,False,False,22065,4099,19782,16K-32K,chunk_candidate,partial
CHG_CRI_000022,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,131,utf-8-sig,False,False,False,11049,2112,10107,8K-16K,chunk_candidate,partial
CHG_CRI_000023,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,132,utf-8-sig,False,False,False,32759,6024,29608,16K-32K,chunk_candidate,all_missing
CHG_CRI_000024,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,133,utf-8-sig,False,False,False,8193,1606,7456,4K-8K,chunk_candidate,partial
CHG_CRI_000025,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,134,utf-8-sig,False,False,False,15727,2814,14374,8K-16K,chunk_candidate,partial
CHG_CRI_000026,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,135,utf-8-sig,False,False,False,23043,4355,21167,16K-32K,chunk_candidate,partial
CHG_CRI_000027,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,136,utf-8-sig,False,False,False,16845,2999,15407,8K-16K,chunk_candidate,partial
CHG_CRI_000028,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,137,utf-8-sig,False,False,False,7736,1434,6986,4K-8K,direct,partial
CHG_CRI_000029,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,138,utf-8-sig,False,False,False,7234,1379,6516,4K-8K,direct,partial
CHG_CRI_000030,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,139,utf-8-sig,False,False,False,24459,4641,22143,16K-32K,chunk_candidate,partial
CHG_CRI_000031,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,140,utf-8-sig,False,False,False,3332,648,3122,0-4K,direct,partial
CHG_CRI_000032,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,141,utf-8-sig,False,False,False,5363,1008,4906,4K-8K,direct,partial
CHG_CRI_000033,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,142,utf-8-sig,False,False,False,22464,4225,20441,16K-32K,chunk_candidate,partial
